product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-GL-5-16A2;16 A-2 cseh görgőslánc;5.0;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A2: 2 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;87.5;10298.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-5-16A2;16 A-2 cseh patentszem;0.127;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;99.0;1050.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-5-16A2;16 A-2 cseh hajlított összekötőszem;0.127;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;124.0;1662.0;27.0;db;product/D-GLHOK-2.png;;
N-GL-6-16A2;16 A-2 cseh görgőslánc;5.0;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A2: 2 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;62.0;10298.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-6-16A2;16 A-2 cseh patentszem;0.127;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;20.0;1050.0;27.0;db;product/D-GLPSZ-2.png;;
N-HL-4-TM35;TM 35 hüvelyes lánc;4.3;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;35;;;;;;;;;;;;;;;Hüvelyes lánc, 35 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=35 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;40.0;30474.4;27.0;m;product/D-HL-1.png;;
N-HLPSZ-4-TM35;TM 35 patentszem;0.15;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;35;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 35 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=35 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.0;1613.7;27.0;db;product/D-HLPSZ-1.png;;
N-HL-4-TM30;TM 30 hüvelyes lánc;4.0;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;30;;;;;;;;;;;;;;;Hüvelyes lánc, 30 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=30 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;46.6;28944.3;27.0;m;product/D-HL-1.png;;
N-HLPSZ-4-TM30;TM 30 patentszem;0.12;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;30;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 30 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=30 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;78.0;1257.3;27.0;db;product/D-HLPSZ-1.png;;
N-HL-5-TM30;TM 30 cseh hüvelyes lánc;4.0;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;30;;;;;;;;;;;;;;;Hüvelyes lánc, 30 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=30 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;10.0;28944.3;27.0;m;product/D-HL-1.png;;
N-HLPSZ-5-TM30;TM 30 cseh patentszem;0.12;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;30;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 30 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=30 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;21.0;1257.3;27.0;db;product/D-HLPSZ-1.png;;
N-HL-4-TM25;TM 25 hüvelyes lánc;2.55;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;25;;;;;;;;;;;;;;;Hüvelyes lánc, 25 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=25 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;45.0;18404.1;27.0;m;product/D-HL-1.png;;
N-HLPSZ-4-TM25;TM 25 patentszem;0.06;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;25;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 25 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=25 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;151.0;1007.6;27.0;db;product/D-HLPSZ-1.png;;
N-HLHOK-4-TM25;TM 25 hajlított összekötőszem;0.06;Kg.;;;Európai;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;17.0;1511.4;27.0;db;;;
N-HL-4-TM20;TM 20 hüvelyes lánc;2.15;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;20;;;;;;;;;;;;;;;Hüvelyes lánc, 20 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=20 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;35.5;13373.8;27.0;m;product/D-HL-1.png;;
N-HLPSZ-4-TM20;TM 20 patentszem;0.04;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;20;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 20 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=20 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;119.0;1653.3;27.0;db;product/D-HLPSZ-1.png;;
N-HL-5-TM20;TM 20 cseh hüvelyes lánc;2.15;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;20;;;;;;;;;;;;;;;Hüvelyes lánc, 20 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=20 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.0;13373.8;27.0;m;product/D-HL-1.png;;
N-HLPSZ-5-TM20;TM 20 cseh patentszem;0.04;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;20;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 20 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=20 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;55.0;1653.3;27.0;db;product/D-HLPSZ-1.png;;
N-SSGL-0-06B1_15tag;06 B-1 SS 15 tagú görgőslánc;0.22;Kg.;;;Prémium;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;8514.0;27.0;db;;;
N-GL-4-12B3;12 B-3 görgőslánc;3.8;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,050;11,68;12,07;;;;;;;;;;;;;12B3: 3 soros, 19,050 mm. osztású, 11,68 mm belső hevedertávolságú, 12,07 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;33.6;12917.0;27.0;m;product/D-GL-3.png;;
N-GL-1-12B3;12 B-3 görgőslánc;3.8;Kg.;product/N-GL-3.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;19,050;11,68;12,07;;;;;;;;;;;;;12B3: 3 soros, 19,050 mm. osztású, 11,68 mm belső hevedertávolságú, 12,07 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;7355.7;27.0;m;product/D-GL-3.png;;
N-GLPSZ-4-12B3;12 B-3 patentszem;0.08;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;102.0;1172.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLPSZ-1-12B3;12 B-3 patentszem;0.08;Kg.;product/N-GLPSZ-3.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;5.0;731.5;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-4-12B3;12 B-3 hajlított összekötőszem;0.08;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;69.0;2264.0;27.0;db;product/D-GLHOK-3.png;;
N-GLHOK-1-12B3;12 B-3 hajlított patentszem;0.08;Kg.;product/N-GLHOK-3.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;128.0;1024.1;27.0;db;product/D-GLHOK-3.png;;
N-FL-7-BL534;BL 534 flyer lánc;1.32;Kg.;product/N-FL.png;Flyer láncok;Rexnord;Flyer lánc;;;;;15,88;;;;;;;;Erősített;3x4;;;;;;BL534 15,88 mm osztású, 3x4 hevederszámú, erősített kivitelű flyer lánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;47.9;9680.0;27.0;m;product/D-FL.png;;
N-FLCS-7-BL534;BL 534 flyer csap;0.021;Kg.;product/N-FLCS.png;Flyer láncok;Rexnord;Flyer lánc;;;;;15,88;;;;;;;;Erősített;3x4;;;;;;BL534 15,88 mm osztású, 3x4 hevederszámú, erősített kivitelű flyer lánc csap.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;30.0;1128.0;27.0;db;product/D-FLCS.png;;
N-FL-7-BL546;BL 546 flyer lánc;1.86;Kg.;product/N-FL.png;Flyer láncok;Rexnord;Flyer lánc;;;;;15,88;;;;;;;;Erősített;4x6;;;;;;BL546 15,88 mm osztású, 4x6 hevederszámú, erősített kivitelű flyer lánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;64.0;11016.0;27.0;m;product/D-FL.png;;
N-FLCS-7-BL546;BL 546 flyer csap;0.029;Kg.;product/N-FLCS.png;Flyer láncok;Rexnord;Flyer lánc;;;;;15,88;;;;;;;;Erősített;4x6;;;;;;BL546 15,88 mm osztású, 4x6 hevederszámú, erősített kivitelű flyer lánc csap.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;52.0;2259.2;27.0;db;product/D-FLCS.png;;
N-FL-7-BL634;BL 634 flyer lánc;2.43;Kg.;product/N-FL.png;Flyer láncok;Rexnord;Flyer lánc;;;;;19,05;;;;;;;;Erősített;3x4;;;;;;BL634 19,05 mm osztású, 3x4 hevederszámú, erősített kivitelű flyer lánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;20.27;13169.6;27.0;m;product/D-FL.png;;
N-FLCS-7-BL634;BL 634 flyer csap;0.046;Kg.;product/N-FLCS.png;Flyer láncok;Rexnord;Flyer lánc;;;;;19,05;;;;;;;;Erősített;3x4;;;;;;BL634 19,05 mm osztású, 3x4 hevederszámú, erősített kivitelű flyer lánc csap.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;60.0;1761.6;27.0;db;product/D-FLCS.png;;
N-FL-7-BL646;BL 646 flyer lánc;3.43;Kg.;product/N-FL.png;Flyer láncok;Rexnord;Flyer lánc;;;;;19,05;;;;;;;;Erősített;4x6;;;;;;BL646 19,05 mm osztású, 4x6 hevederszámú, erősített kivitelű flyer lánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;29.1;18572.8;27.0;m;product/D-FL.png;;
N-GL-7-12B3;12 B-3 görgőslánc;3.8;Kg.;product/N-GL-3.png;Görgősláncok;Prémium;Görgőslánc;Acél;;Tömör;;19,050;11,68;12,07;;;;;;;;;;;;;12B3: 3 soros, 19,050 mm. osztású, 11,68 mm belső hevedertávolságú, 12,07 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;72.51;28910.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-7-12B3;12 B-3 patentszem;1.0;Kg.;product/N-GLPSZ-3.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;82.0;4289.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-7-12B3;12 B-3 hajlított összekötőszem;0.1;Kg.;product/N-GLHOK-3.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Hajlított;19,050;;;5,72;66,3;;;;;;;;;;;12B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,050 mm., csaphosszúság: 66,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;64.0;10002.0;27.0;db;product/D-GLHOK-3.png;;
N-GL-5-32B3;32 B-3 cseh görgőslánc;28.0;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;50,800;30,99;29,21;;;;;;;;;;;;;32B3: 3 soros, 50,800 mm. osztású, 30,99 mm belső hevedertávolságú, 29,21 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;133479.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-5-32B3;32 B-3 cseh patentszem;1.42;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;50,800;;;17,81;190,2;;;;;;;;;;;32B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 50,800 mm., csaphosszúság: 190,2 mm., csapátmérő: 17,81 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;8315.0;27.0;db;product/D-GLPSZ-3.png;;
N-KR-10-08B1_Z16_G;"KR 08 B-1 Z=16 agyas lánckerék ""G""";0.41;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;16;Fogedzett;;;Agyas lánckerék;;;;;"08B1 fogedzett, egysoros, 16 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";;1753.6;27.0;db;product/D-KR-1.png;;
N-KR-5-12B1_Z24_G;"KR 12 B-1 Z=24 agyas lánckerék ""G""";2.49;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;24;Fogedzett;;;Agyas lánckerék;;;;;"12B1 fogedzett, egysoros, 24 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";9.0;6208.0;27.0;db;product/D-KR-1.png;;
N-KR-5-08B1_Z16_G;"KR 08 B-1 Z=16 agyas lánckerék ""G""";0.41;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;16;Fogedzett;;;Agyas lánckerék;;;;;"08B1 fogedzett, egysoros, 16 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";2.0;1753.6;27.0;db;product/D-KR-1.png;;
