product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-GL-6-16B2;16 B-2 cseh görgőslánc;5.2;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,400;17,02;15,88;;;;;;;;;;;;;16B2: 2 soros, 25,400 mm. osztású, 17,02 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;22.0;15078.0;27.0;m;product/D-GL-2.png;;
N-GLHOK-4-32B1;32 B-1 hajlított összekötőszem;0.53;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;50,800;;;17,81;73,1;;;;;;;;;;;32B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 50,800 mm., csaphosszúság: 73,1 mm., csapátmérő: 17,81 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;22.0;4380.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-5-16B2;16 B-2 cseh görgőslánc;5.2;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,400;17,02;15,88;;;;;;;;;;;;;16B2: 2 soros, 25,400 mm. osztású, 17,02 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;64.12;15078.0;27.0;m;product/D-GL-2.png;;
N-GL-5-32A1;32 A-1 cseh görgőslánc;9.7;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;50,8;31,55;28,58;;;;;;;;;;;;;32A1: 1 soros, 50,8 mm. osztású, 31,55 mm belső hevedertávolságú, 28,58 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.7;27736.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-4-32B1;32 B-1 patentszem;0.53;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;50,800;;;17,81;73,1;;;;;;;;;;;32B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 50,800 mm., csaphosszúság: 73,1 mm., csapátmérő: 17,81 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;115.0;3146.0;27.0;db;product/D-GLPSZ-1.png;;
N-GL-2-32B1;32 B-1 görgőslánc;10.5;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;50,800;30,99;29,21;;;;;;;;;;;;;32B1: 1 soros, 50,800 mm. osztású, 30,99 mm belső hevedertávolságú, 29,21 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;32.0;21205.8;27.0;m;product/D-GL-1.png;;
N-GLSPSZ-5-16B2;16 B-2 cseh sasszeges patentszem;0.13;Kg.;product/N-GLSPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,400;;;8,28;73,4;;;;;;;;;;;16B2: 2 soros sasszeges rögzítésű acél patentszem. Osztás: 25,400 mm., csaphosszúság: 73,4 mm., csapátmérő: 8,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;368.0;1727.0;27.0;db;product/D-GLSPSZ-2.png;;
N-GLHOK-5-32A1;32 A-1 cseh hajlított összekötőszem;0.49;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;50,8;;;14,27;69,6;;;;;;;;;;;32A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 50,8 mm., csaphosszúság: 69,6 mm., csapátmérő: 14,27 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;23.0;3939.0;27.0;db;product/D-GLHOK-1.png;;
N-GLPSZ-2-32B1;32 B-1 patentszem;0.53;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;50,800;;;17,81;73,1;;;;;;;;;;;32B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 50,800 mm., csaphosszúság: 73,1 mm., csapátmérő: 17,81 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;94.0;2112.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLPSZ-5-32A1;32 A-1 cseh patentszem;0.49;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;50,8;;;14,27;69,6;;;;;;;;;;;32A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 50,8 mm., csaphosszúság: 69,6 mm., csapátmérő: 14,27 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;18.0;2770.0;27.0;db;product/D-GLPSZ-1.png;;
N-PPGLPSZ-5-16B2;16 B-2 párhuzamos profilú cseh patentszem;0.13;Kg.;;;Európai;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;88.0;1554.3;27.0;db;;;
N-GLHOK-5-16B2;16 B-2 cseh hajlított összekötőszem;0.13;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,400;;;8,28;73,4;;;;;;;;;;;16B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,400 mm., csaphosszúság: 73,4 mm., csapátmérő: 8,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;118.0;2234.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-2-32B1;32 B-1 hajlított összekötőszem;0.53;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;50,800;;;17,81;73,1;;;;;;;;;;;32B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 50,800 mm., csaphosszúság: 73,1 mm., csapátmérő: 17,81 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;129.0;2956.8;27.0;db;product/D-GLHOK-1.png;;
N-GL-2-40B1;40 B-1 görgőslánc;16.0;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;63,500;38,10;39,37;;;;;;;;;;;;;40B1: 1 soros, 63,500 mm. osztású, 38,10 mm belső hevedertávolságú, 39,37 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;19.3;61842.0;27.0;m;product/D-GL-1.png;;
N-GL-4-24A1;24 A-1 görgőslánc;5.5;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;38,1;25,22;22,23;;;;;;;;;;;;;24A1: 1 soros, 38,1 mm. osztású, 25,22 mm belső hevedertávolságú, 22,23 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;37.79;16745.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-2-40B1;40 B-1 patentszem;1.02;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;63,500;;;22,89;86,3;;;;;;;;;;;40B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 63,500 mm., csaphosszúság: 86,3 mm., csapátmérő: 22,89 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;33.0;4563.9;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-2-40B1;40 B-1 hajlított összekötőszem;1.02;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;63,500;;;22,89;86,3;;;;;;;;;;;40B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 63,500 mm., csaphosszúság: 86,3 mm., csapátmérő: 22,89 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;11.0;6457.0;27.0;db;product/D-GLHOK-1.png;;
N-GLPSZ-4-24A1;24 A-1 patentszem;0.2;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;38,1;;;11,1;55,5;;;;;;;;;;;24A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 38,1 mm., csaphosszúság: 55,5 mm., csapátmérő: 11,1 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;98.0;1674.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-4-24A1;24 A-1 hajlított összekötőszem;0.2;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;38,1;;;11,1;55,5;;;;;;;;;;;24A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 38,1 mm., csaphosszúság: 55,5 mm., csapátmérő: 11,1 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;38.0;2219.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-2-32A1;32 A-1 görgőslánc;9.7;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;50,8;31,55;28,58;;;;;;;;;;;;;32A1: 1 soros, 50,8 mm. osztású, 31,55 mm belső hevedertávolságú, 28,58 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;0.7;23361.8;27.0;m;product/D-GL-1.png;;
N-GL-1-32A1;32 A-1 görgőslánc;9.7;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;50,8;31,55;28,58;;;;;;;;;;;;;32A1: 1 soros, 50,8 mm. osztású, 31,55 mm belső hevedertávolságú, 28,58 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;23361.8;27.0;m;product/D-GL-1.png;;
N-GLPSZ-1-32A1;32 A-1 patentszem;0.49;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;50,8;;;14,27;69,6;;;;;;;;;;;32A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 50,8 mm., csaphosszúság: 69,6 mm., csapátmérő: 14,27 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;;2332.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-2-32A1;32 A-1 hajlított összekötőszem;0.49;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;50,8;;;14,27;69,6;;;;;;;;;;;32A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 50,8 mm., csaphosszúság: 69,6 mm., csapátmérő: 14,27 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;14.0;3264.8;27.0;db;product/D-GLHOK-1.png;;
N-GL-6-06B3;06 B-3 cseh görgőslánc;1.18;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B3: 3 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;40.0;6806.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-6-06B3;06 B-3 cseh patentszem;0.01;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;37,3;;;;;;;;;;;06B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 37,3 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;16.0;670.0;27.0;db;product/D-GLPSZ-3.png;;
N-GL-5-06B3;06 B-3 cseh görgőslánc;1.18;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;9,525;5,72;6,35;;;;;;;;;;;;;06B3: 3 soros, 9,525 mm. osztású, 5,72 mm belső hevedertávolságú, 6,35 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;15.0;6806.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-5-06B3;06 B-3 cseh patentszem;0.01;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;9,525;;;3,28;37,3;;;;;;;;;;;06B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 9,525 mm., csaphosszúság: 37,3 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;88.0;670.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-5-06B3;06 B-3 cseh hajlított összekötőszem;0.01;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;9,525;;;3,28;37,3;;;;;;;;;;;06B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 9,525 mm., csaphosszúság: 37,3 mm., csapátmérő: 3,28 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;51.0;875.0;27.0;db;product/D-GLHOK-3.png;;
N-SSGL-4-10A1;10 A-1 SS görgőslánc;1.0;Kg.;product/N-SSGL-1.png;Görgősláncok;Európai;Görgőslánc;;;Tömör;;15,875;9,4;10,16;;;;;;;;;;;;;10A1: 1 soros, 15,875 mm. osztású, 9,4 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;55.0;9942.0;27.0;m;product/D-SSGL-1.png;;
N-GL-2-24A1;24 A-1 görgőslánc;5.5;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;38,1;25,22;22,23;;;;;;;;;;;;;24A1: 1 soros, 38,1 mm. osztású, 25,22 mm belső hevedertávolságú, 22,23 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;57.1;12526.8;27.0;m;product/D-GL-1.png;;
N-SSGL-1-10A1;10 A-1 SS görgőslánc;1.0;Kg.;product/N-SSGL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,4;10,16;;;;;;;;;;;;;10A1: 1 soros, 15,875 mm. osztású, 9,4 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;64.0;9942.0;27.0;m;product/D-SSGL-1.png;;
N-GLPSZ-2-24A1;24 A-1 patentszem;0.2;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;38,1;;;11,1;55,5;;;;;;;;;;;24A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 38,1 mm., csaphosszúság: 55,5 mm., csapátmérő: 11,1 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;35.0;1549.9;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-2-24A1;24 A-1 hajlított összekötőszem;0.2;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;38,1;;;11,1;55,5;;;;;;;;;;;24A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 38,1 mm., csaphosszúság: 55,5 mm., csapátmérő: 11,1 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;47.0;2169.2;27.0;db;product/D-GLHOK-1.png;;
N-SSGL-3-10A1;10 A-1 SS görgőslánc;1.0;Kg.;product/N-SSGL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;;;Tömör;;15,875;9,4;10,16;;;;;;;;;;;;;10A1: 1 soros, 15,875 mm. osztású, 9,4 mm belső hevedertávolságú, 10,16 mm. görgőátmérőjű rozsdamentes görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;10.0;9942.0;27.0;m;product/D-SSGL-1.png;;
N-SSGLPSZ-3-10A1;10 A-1 SS patentszem;0.016;Kg.;product/N-SSGLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;15,875;;;5,08;25,9;;;;;;;;;;;10A1: 1 soros rugós lemezes rögzítésű rozsdamentes patentszem. Osztás: 15,875 mm., csaphosszúság: 25,9 mm., csapátmérő: 5,08 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;56.0;2068.0;27.0;db;product/D-SSGLPSZ-1.png;;
N-SSGLHOK-3-10A1;10 A-1 SS hajlított összekötőszem;0.016;Kg.;product/N-SSGLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;15,875;;;5,08;25,9;;;;;;;;;;;10A1: 1 soros sasszeges rögzítésű rozsdamentes patentszem. Osztás: 15,875 mm., csaphosszúság: 25,9 mm., csapátmérő: 5,08 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;58.0;2482.0;27.0;db;product/N-SSGLHOK-1.png;;
N-GL-5-12A2;12 A-2 cseh görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;87.87;10720.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-5-12A2;12 A-2 cseh patentszem;0.055;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;228.0;990.0;27.0;db;product/D-GLPSZ-2.png;;
N-GL-7-12A2;12 A-2 görgőslánc;2.9;Kg.;product/N-GL-2.png;Görgősláncok;Prémium;Görgőslánc;Acél;;Tömör;;19,05;12,57;11,91;;;;;;;;;;;;;12A2: 2 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;63.1;12848.0;27.0;m;product/D-GL-2.png;;
N-GLSPSZ-5-12A2;12 A-2 cseh sasszeges patentszem;0.055;Kg.;product/N-GLSPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros sasszeges rögzítésű acél patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;155.0;1089.0;27.0;db;product/D-GLSPSZ-2.png;;
N-GLHOK-7-12A2;12 A-2 hajlított összekötőszem;0.055;Kg.;product/N-GLHOK-2.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;103.0;4101.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-5-12A2;12 A-2 cseh hajlított összekötőszem;0.055;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,05;;;5,94;44,4;;;;;;;;;;;12A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,05 mm., csaphosszúság: 44,4 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;185.0;2182.0;27.0;db;product/D-GLHOK-2.png;;
