Product ID;Active (0/1);Name *;Categories;Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Receive a low stock alert by email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags;Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order;Product available date;Product creation date;Show price;Image URLs;Image alt texts;Delete existing images;Feature(Name:Value:Position);Available online only;Condition;Customizable;Uploadable files;Text fields;Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories
;1;KR-12B1Z24 agyas lánckerék;Lánckerekek;6208;1;;0;;0;;;N-KR-5-12B1_Z24_G;;;Európai;;;;;;;;2.5;5 nap;14 nap;5;;;;;;db;6208;"Európai gyártmányú egysoros 24 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 24 fogszámú igen fogedzett agyas lánckerék;N-KR-5-12B1_Z24_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z24 agyas lánckerék;0;Típus:Agyas lánckerék:1,Fogedzett:Igen:2,Fogszám:24:3,Kivitel:Egysoros:4,Anyag:Acél:5;;;;;;;;;;;;;;;;
;1;KR-10B2Z22 agyas lánckerék;Lánckerekek;6455;1;;0;;0;;;N-KR-4-10B2_Z22_G;;;Európai;;;;;;;;2.5;5 nap;14 nap;9;;;;;;db;6455;"Európai gyártmányú kétsoros 22 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 22 fogszámú igen fogedzett agyas lánckerék;N-KR-4-10B2_Z22_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-10B2Z22 agyas lánckerék;0;Fogszám:22:1,Kivitel:Kétsoros:2,Anyag:Acél:3,Típus:Agyas lánckerék:4,Fogedzett:Igen:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z25 agyas lánckerék;Lánckerekek;6432;1;;0;;0;;;N-KR-5-12B1_Z25_G;;;Európai;;;;;;;;2.6;5 nap;14 nap;0;;;;;;db;6432;"Európai gyártmányú egysoros 25 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 25 fogszámú igen fogedzett agyas lánckerék;N-KR-5-12B1_Z25_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z25 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:25:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z25 agyas lánckerék;Lánckerekek;6432;1;;0;;0;;;N-KR-10-12B1_Z25;;;Európai;;;;;;;;2.6;5 nap;14 nap;8;;;;;;db;6432;"Európai gyártmányú egysoros 25 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 25 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B1_Z25;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z25 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:25:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z25 agyas lánckerék;Lánckerekek;6432;1;;0;;0;;;N-KR-4-12B1_Z25_G;;;Európai;;;;;;;;2.6;5 nap;14 nap;1;;;;;;db;6432;"Európai gyártmányú egysoros 25 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 25 fogszámú igen fogedzett agyas lánckerék;N-KR-4-12B1_Z25_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z25 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:25:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-12B2Z19 agyas lánckerék;Lánckerekek;7776;1;;0;;0;;;N-KR-10-12B2_Z19;;;Európai;;;;;;;;2.6;5 nap;14 nap;2;;;;;;db;7776;"Európai gyártmányú kétsoros 19 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 19 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B2_Z19;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-12B2Z19 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:19:4,Kivitel:Kétsoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z26 agyas lánckerék;Lánckerekek;6982;1;;0;;0;;;N-KR-10-12B1_Z26;;;Európai;;;;;;;;2.9;5 nap;14 nap;8;;;;;;db;6982;"Európai gyártmányú egysoros 26 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 26 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B1_Z26;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z26 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Nem:4,Fogszám:26:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z26 agyas lánckerék;Lánckerekek;6982;1;;0;;0;;;N-KR-5-12B1_Z26_G;;;Európai;;;;;;;;2.9;5 nap;14 nap;5;;;;;;db;6982;"Európai gyártmányú egysoros 26 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 26 fogszámú igen fogedzett agyas lánckerék;N-KR-5-12B1_Z26_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z26 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:26:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z26 agyas lánckerék;Lánckerekek;6982;1;;0;;0;;;N-KR-4-12B1_Z26_G;;;Európai;;;;;;;;2.9;5 nap;14 nap;5;;;;;;db;6982;"Európai gyártmányú egysoros 26 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 26 fogszámú igen fogedzett agyas lánckerék;N-KR-4-12B1_Z26_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z26 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:26:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-12B2Z20 agyas lánckerék;Lánckerekek;8506;1;;0;;0;;;N-KR-0-12B2_Z20;;;Prémium;;;;;;;;2.9;5 nap;14 nap;0;;;;;;db;8506;"Prémium gyártmányú kétsoros 20 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Prémium gyártmányú kétsoros 20 fogszámú nem fogedzett agyas lánckerék;N-KR-0-12B2_Z20;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-12B2Z20 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:20:4,Kivitel:Kétsoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z27 agyas lánckerék;Lánckerekek;7341;1;;0;;0;;;N-KR-10-12B1_Z27;;;Európai;;;;;;;;3.0;5 nap;14 nap;4;;;;;;db;7341;"Európai gyártmányú egysoros 27 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 27 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B1_Z27;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z27 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Nem:4,Fogszám:27:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z27 agyas lánckerék;Lánckerekek;7341;1;;0;;0;;;N-KR-4-12B1_Z27_G;;;Európai;;;;;;;;3.0;5 nap;14 nap;8;;;;;;db;7341;"Európai gyártmányú egysoros 27 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 27 fogszámú igen fogedzett agyas lánckerék;N-KR-4-12B1_Z27_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z27 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Igen:4,Fogszám:27:5;;;;;;;;;;;;;;;;
;1;KR-16B2Z13 agyas lánckerék;Lánckerekek;4544;1;;0;;0;;;N-KR-10-16B2_Z13;;;Európai;;;;;;;;3.1;5 nap;14 nap;0;;;;;;db;4544;"Európai gyártmányú kétsoros 13 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 13 fogszámú nem fogedzett agyas lánckerék;N-KR-10-16B2_Z13;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-16B2Z13 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:13:4,Kivitel:Kétsoros:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z28 agyas lánckerék;Lánckerekek;7616;1;;0;;0;;;N-KR-10-12B1_Z28;;;Európai;;;;;;;;3.1;5 nap;14 nap;10;;;;;;db;7616;"Európai gyártmányú egysoros 28 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 28 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B1_Z28;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z28 agyas lánckerék;0;Fogszám:28:1,Kivitel:Egysoros:2,Anyag:Acél:3,Típus:Agyas lánckerék:4,Fogedzett:Nem:5;;;;;;;;;;;;;;;;
;1;KR-16B1Z16 agyas lánckerék;Lánckerekek;7341;1;;0;;0;;;N-KR-10-16B1_Z16;;;Európai;;;;;;;;3.2;5 nap;14 nap;4;;;;;;db;7341;"Európai gyártmányú egysoros 16 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 16 fogszámú nem fogedzett agyas lánckerék;N-KR-10-16B1_Z16;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-16B1Z16 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:16:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-16B1Z16 agyas lánckerék;Lánckerekek;7341;1;;0;;0;;;N-KR-5-16B1_Z16_G;;;Európai;;;;;;;;3.2;5 nap;14 nap;0;;;;;;db;7341;"Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék;N-KR-5-16B1_Z16_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-16B1Z16 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:16:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-16B1Z16 agyas lánckerék;Lánckerekek;7341;1;;0;;0;;;N-KR-4-16B1_Z16_G;;;Európai;;;;;;;;3.2;5 nap;14 nap;5;;;;;;db;7341;"Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék;N-KR-4-16B1_Z16_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-16B1Z16 agyas lánckerék;0;Fogedzett:Igen:1,Fogszám:16:2,Kivitel:Egysoros:3,Anyag:Acél:4,Típus:Agyas lánckerék:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z29 agyas lánckerék;Lánckerekek;8000;1;;0;;0;;;N-KR-10-12B1_Z29;;;Európai;;;;;;;;3.3;5 nap;14 nap;8;;;;;;db;8000;"Európai gyártmányú egysoros 29 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 29 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B1_Z29;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z29 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Nem:4,Fogszám:29:5;;;;;;;;;;;;;;;;
;1;KR-12B1Z29 agyas lánckerék;Lánckerekek;8000;1;;0;;0;;;N-KR-4-12B1_Z29_G;;;Európai;;;;;;;;3.3;5 nap;14 nap;10;;;;;;db;8000;"Európai gyártmányú egysoros 29 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 29 fogszámú igen fogedzett agyas lánckerék;N-KR-4-12B1_Z29_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-12B1Z29 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:29:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-16B1Z17 agyas lánckerék;Lánckerekek;7846;1;;0;;0;;;N-KR-5-16B1_Z17_G;;;Európai;;;;;;;;3.4;5 nap;14 nap;17;;;;;;db;7846;"Európai gyártmányú egysoros 17 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 17 fogszámú igen fogedzett agyas lánckerék;N-KR-5-16B1_Z17_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-16B1Z17 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:17:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-16B1Z17 agyas lánckerék;Lánckerekek;7846;1;;0;;0;;;N-KR-10-16B1_Z17;;;Európai;;;;;;;;3.4;5 nap;14 nap;2;;;;;;db;7846;"Európai gyártmányú egysoros 17 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 17 fogszámú nem fogedzett agyas lánckerék;N-KR-10-16B1_Z17;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-16B1Z17 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Nem:4,Fogszám:17:5;;;;;;;;;;;;;;;;
;1;KR-12B2Z20 agyas lánckerék;Lánckerekek;8506;1;;0;;0;;;N-KR-10-12B2_Z20;;;Európai;;;;;;;;3.4;5 nap;14 nap;1;;;;;;db;8506;"Európai gyártmányú kétsoros 20 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 20 fogszámú nem fogedzett agyas lánckerék;N-KR-10-12B2_Z20;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-12B2Z20 agyas lánckerék;0;Fogszám:20:1,Kivitel:Kétsoros:2,Anyag:Acél:3,Típus:Agyas lánckerék:4,Fogedzett:Nem:5;;;;;;;;;;;;;;;;
;1;KR-12B2Z22 agyas lánckerék;Lánckerekek;9978;1;;0;;0;;;N-KR-10-12B2_Z22_G;;;Európai;;;;;;;;3.5;5 nap;14 nap;0;;;;;;db;9978;"Európai gyártmányú kétsoros 22 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 22 fogszámú igen fogedzett agyas lánckerék;N-KR-10-12B2_Z22_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-12B2Z22 agyas lánckerék;0;Fogedzett:Igen:1,Fogszám:22:2,Kivitel:Kétsoros:3,Anyag:Acél:4,Típus:Agyas lánckerék:5;;;;;;;;;;;;;;;;
